smiles,Ames,LD50_Zhu,hERG_Karim,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,SR-ARE,SR-HSE,SR-MMP,SR-p53
CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,,1.0,,,,,,,,,
CC(C)(O)[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,,,0.0,,,,,,,,
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,,0.0,,,,,,,,,
Cc1cc(O)nc(S)n1,0.0,,,,,,,,,,
O=C(O)[C@H](Cc1cccc(C(F)(F)F)c1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,,1.0,,,,,,,,
CC(C)Oc1ccc(Nc2ccccc2)cc1,0.0,,,,,,,,,,
CN(C)CCCCl,1.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
O=C(C1CC1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(CCO)cc(C(F)(F)F)c2)CC1,,,1.0,,,,,,,,
CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,,1.0,,,,,,,,,
COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccn2)c1,,,0.0,,,,,,,,
O=C([O-])CS,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
FC(F)(F)c1nc2c(I)cc(Cl)cc2[nH]1,,1.0,,,,,,,,,
Cc1nc2ccc(C(=O)N3CCC4(CC3)CC(=O)c3c(cnn3C(C)C)C4)cc2[nH]1,,,0.0,,,,,,,,
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC(=O)O,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NCCCO,,0.0,,,,,,,,,
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,,1.0,,,,,,,,,
O=CC=CC1CO1,,1.0,,,,,,,,,
OCCN1CCCCC1,,0.0,,,,,,,,,
CC(CC=O)CC=O,,0.0,,,,,,,,,
O=[N+]([O-])c1c2c(cc3ccccc13)C(O)C(O)C=C2,1.0,,,,,,,,,,
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,,,0.0,,,,,,,,
c1ccc(CN2CCN(CCC3CCc4c3cnn4-c3ccccc3)CC2)cc1,,,1.0,,,,,,,,
ClCCCBr,1.0,0.0,,,,,,,,,
C=C(C)C(=O)NCCCN(C)C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCC1CCN(CCC=C2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,,1.0,,,,,,,,,
NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc2cc[nH]c12,,,1.0,,,,,,,,
CCOC(C1=NCC(C)(CC)CN1)c1ccccc1,,1.0,,,,,,,,,
Cc1cccc(Cc2c[nH]cn2)c1C,,,,,,0.0,0.0,0.0,,0.0,0.0
CC(C)(OO)[C@H]1CC[C@H](C)CC1,1.0,,,,,,,,,,
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(NC(C)=O)c2)cc1,,,1.0,,,,,,,,
O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,,,0.0,,,,,,,,
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Oc3ccc(C(=O)O)cc3)cc2C(=O)Nc2ccc(Cl)cn2)cc1,,,0.0,,,,,,,,
C[C@@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@H](C)O1,,,1.0,,,,,,,,
CC1CN(C(=O)c2ccc(-c3ccccc3F)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1,,,0.0,,,,,,,,
Cc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1cnccn1,,,1.0,,,,,,,,
CNc1nnc(-c2cn3ncnc(Nc4cnc5[nH]c(C)cc5c4)c3c2C(C)C)o1,,,1.0,,,,,,,,
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.0,0.0,,0.0,,,,0.0,0.0,1.0,1.0
O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1F)c1ccccc1F,,,1.0,,,,,,,,
NCCNCCNCc1ccccc1O,,0.0,,,,,,,,,
NC(=S)Nc1ccc(-c2ccc(NC(N)=S)cc2)cc1,,1.0,,,,,,,,,
NC(C(=O)N1CCC(F)(F)C1)C1CCCCC1,,,0.0,,,,,,,,
CCN(CC)[N+]([O-])=NO,1.0,,,,,,,,,,
Oc1ccccc1Cc1ccccc1O,,,,0.0,0.0,0.0,,1.0,0.0,1.0,0.0
COC1COCCC1N[C@@H]1C[C@H]2OCC[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,,,0.0,,,,,,,,
COc1cccc(Cn2ccc3nc(N)nc(NCc4cc(C)on4)c32)n1,,,1.0,,,,,,,,
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,,1.0,,,,,,,,,
NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,,0.0,,,,,,,,,
CCOc1cccc(N)c1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,,,,,0.0,,0.0,,,0.0,
O=C(N1CCCN(C2CCC2)CC1)N1CCC2(CCCN(C3CCOCC3)C2)C1,,,0.0,,,,,,,,
C=CCOC(=O)C=Cc1ccccc1,,0.0,,,,,,,,,
Cn1ccc2c3c(ccc4ccc(O)cc43)ccc21,1.0,,,,,,,,,,
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC(=O)OCC)c(I)c1,,,0.0,,,,,,,,
O/N=C/c1ccncc1,0.0,,,,,,,,,,
O=[N+]([O-])c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(CCO)CC4)cc23)c1,,,1.0,,,,,,,,
CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2c(F)cccc2O1,,,1.0,,,,,,,,
O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Cc1ccc(NCCCc2ccccc2)cc1,,0.0,,,,,,,,,
O=C(NCCCNc1nc2ccccc2[nH]1)c1ccnc(C(F)(F)F)c1,,,0.0,,,,,,,,
CN(C)CCOCCO,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,,,0.0,,,,,,,,
O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(Cl)c(Cl)c1,,,1.0,,,,,,,,
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(C(C)C)oc4cc3CC2)n1C,,,1.0,,,,,,,,
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+][C@H](C)C3)c(F)c21,,,0.0,,,,,,,,
CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,,0.0,,,,,,,,,
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1nccs1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=S(=O)(O)O,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0
CC(C)(C)c1nc2c3cc[nH]c(=O)c3c3cc(F)ccc3c2[nH]1,,,0.0,,,,,,,,
O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)c(F)c1)c1ccccc1F,,,0.0,,,,,,,,
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)NCc1cccnc1)C2=O,,,0.0,,,,,,,,
COc1ccc(N)c(C)c1,1.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc2ncccc2c1,,,0.0,,,,,,,,
CCOC(=O)C1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CC(=O)N1Cc1ccc(C(=N)N(C)C)cc1,,,1.0,,,,,,,,
O=C(C1CC1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3cn[nH]c3)cc(C(F)(F)F)c2)CC1,,,1.0,,,,,,,,
Nc1ncnc2c1ncn2Cc1c(F)cccc1Cl,,,,,,,,0.0,0.0,,
CC(C)Oc1cc([C@@](Cc2ccccc2)(NC[C@@H](O)CC(F)(F)F)c2cc(F)cc(OC(F)(F)C(F)F)c2)ccc1F,,,0.0,,,,,,,,
CCOC(=O)C1=C(CN2CCS(=O)(=O)CC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,,,1.0,,,,,,,,
O=C1CCC2CCCCC2O1,,0.0,,,,,,,,,
CCCCCCCCCC(C)C=O,,,,0.0,,0.0,0.0,,,0.0,0.0
OC1C=Cc2ccc3nc4ccc5ccccc5c4cc3c2C1O,1.0,,,,,,,,,,
O=c1cc(OCc2ccc3ccccc3c2)ccn1-c1ccc(OCCN2CCCC2)cc1,,,1.0,,,,,,,,
CC(C)(S)C(N)C(=O)O,1.0,0.0,,,,,,,,,
CCCCOC(=O)c1ccc(-n2nc(OCCN3CCCCC3)c3ccccc32)cc1,,0.0,,,,,,,,,
CCNc1nc(N)nc(Cl)n1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)N1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2)CC1,,,1.0,,,,,,,,
N#Cc1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1,,,1.0,,,,,,,,
CC(CS)C(=O)N1CCCC1C(=O)O,,0.0,,,,,,,,,
CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)[C@H]1CCc2cc(CN3CCNC(=O)C3)ccc2C1,,,1.0,,,,,,,,
CCCCN=C(NCCCC)C(OCC)c1ccc(Cl)cc1,,1.0,,,,,,,,,
Nc1ccc2[nH]c3ccccc3c2c1,1.0,,,,,,,,,,
COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1,,0.0,,,,,,,,,
CC(=O)OC1CN2CCC1CC2,,,,0.0,0.0,0.0,0.0,,,,0.0
CC1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,,,1.0,,,,,,,,
CCOCCOC(=O)/C=C\c1ccc(OC)cc1,0.0,,,,,,,,,,
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,,,,0.0,0.0,0.0,0.0,,,1.0,0.0
CN(C)N=Nc1ccc(I)cc1,,1.0,,,,,,,,,
CC(=O)Nc1cccc2ncccc12,0.0,,,,,,,,,,
CCc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,1.0,,,,,,,,,,
O=S(=O)(O)c1ccc(Cl)cc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)c1ccc(-c2cccc3nc(-c4cncnc4)nc(NCc4ccccn4)c23)cc1,,,0.0,,,,,,,,
CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC1Cn2c(nc3ncccc32)CC1c1cc(F)c(F)cc1F,,,0.0,,,,,,,,
CCCc1ccc(C=O)cc1,,0.0,,,,,,,,,
C(CN1CCCC(c2ccccc2)C1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,
CCNc1nc(NCC)nc(SC)n1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC)[C@@H]1OC,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
Oc1nc(Cl)c(Cl)cc1Cl,,,,1.0,,0.0,0.0,1.0,0.0,1.0,0.0
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnnc2ccccc12,,,1.0,,,,,,,,
CNC(=S)[S-],,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cc(/C=C/c2ccccc2)oc(=O)c1,,,,,,1.0,0.0,,0.0,,0.0
CC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,,,0.0,,,,,,,,
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,,,0.0,,,,,,,,
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(C)c2cc1OC,,,0.0,,,,,,,,
Cc1cc(Cl)ccc1N,,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CC(C)N1C(=O)c2ccccc2C1=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1,,,,1.0,0.0,,0.0,1.0,0.0,,0.0
CCOC(=O)CN(C)N=O,,0.0,,,,,,,,,
COc1ccc2c(c1)c(CC(=O)Oc1ccccc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,,1.0,,,,,,,,,
CCOC(=O)N1CCC(C)(Sc2nc3cc(Cl)c(N4CCN(CC)CC4)cc3[nH]2)CC1,,,1.0,,,,,,,,
C[C@@H]1c2nnc(-c3nc(C(F)(F)F)ns3)n2CCN1C(=O)c1ccc(F)cc1,,,0.0,,,,,,,,
C=C(C)CC(C)(C)C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N#CC=CS(=O)(=O)c1ccc(Cl)cc1,,0.0,,,,,,,,,
CC(=O)Nc1cccc(N)c1C(=O)O,1.0,,,,,,,,,,
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,0.0,,,,,,,,,,
CCO[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1,,,1.0,,,,,,,,
Nc1ccc(F)c(F)c1F,,0.0,,,,,,,,,
CCOP(=S)(CC)Sc1ccc(C(C)(C)C)cc1,,1.0,,,,,,,,,
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
ONc1cccc(-c2ccccc2)c1,0.0,,,,,,,,,,
Cc1cc(C2CC=CCN(C)C2)ccc1Cl,,,0.0,,,,,,,,
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(F)cc1,,,1.0,,,,,,,,
Nc1nc(=O)[nH]cc1F,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCOCCC(=O)O,,0.0,,,,,,,,,
NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc(-n2ncc3c2CCC3CCN2Cc3ccccc3C2)cc1,,,1.0,,,,,,,,
COC(=O)C(C)=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6cc(Cl)cnc56)(CC3)OC4)nc2N1,,,1.0,,,,,,,,
CC/N=c1\cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OC)c-2cc1C,0.0,,,,,,,,,,
OC1CN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)CCC1c1ccc(F)cc1Cl,,,0.0,,,,,,,,
CC#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,1.0,,,,,,,,,,
COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1,,,,0.0,,0.0,0.0,1.0,,0.0,
O=C(NCc1ccc(F)c(C(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ncc(F)cn1,,,0.0,,,,,,,,
O=C(NN=C1C=CC(=NO)C=C1)c1ccccc1,,1.0,,,,,,,,,
Nc1ccc(-c2ccc(N)c(Br)c2)cc1Br,1.0,,,,,,,,,,
Cc1c(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)(C)C)n1C,,,1.0,,,,,,,,
CNC(=O)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1,,,0.0,,,,,,,,
NC(=O)CN1CCCC1=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=c1cc(-c2ccccc2)cc(-c2ccccc2)n1/N=C/c1ccc([N+](=O)[O-])o1,1.0,,,,,,,,,,
COC(=O)c1ccc(N=Nc2ccc(N(C)OC(C)=O)cc2)cc1,1.0,,,,,,,,,,
ClCc1ccc2c3c(cccc13)-c1ccccc1-2,1.0,,,,,,,,,,
CC(C)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3cncnc3)CC2)C1,,,1.0,,,,,,,,
O=C(O)c1occc(=O)c1O,0.0,,,,,,,,,,
CC(Cl)C(=O)O,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
O=S(O)C[O][Na],,,,0.0,0.0,1.0,0.0,,,0.0,0.0
Nc1cc(Cl)cc(C(=O)O)c1Cl,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC1C(=O)NC1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,,,0.0,,,,,,,,
COc1ccnc2c1CCCCC2S(=O)c1nc2ccccc2[nH]1,,,,,,,,1.0,0.0,,
CCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CC1,,,1.0,,,,,,,,
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=COCCO1,,0.0,,,,,,,,,
CCOP(=O)(OCC)SCN1C(=O)c2ccccc2C1=O,,1.0,,,,,,,,,
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,,,,,0.0,0.0,0.0,,0.0,,0.0
S=C=Nc1cccc2ccccc12,1.0,1.0,,,,,,,,,
Cc1nn(-c2ncccc2Cl)cc1CN1CCC2(CC1)OCc1ccccc12,,,1.0,,,,,,,,
CCCCCC/C=C\CCCCCCOC(C)=O,0.0,,,,,,,,,,
CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1Cc2c([nH]c3ccccc23)C2(N1)C(=O)Nc1ccc(Cl)cc12,,,0.0,,,,,,,,
Cc1cc2c(ccc3ccccc32)c2c1C(C)CC2,1.0,,,,,,,,,,
CC(=O)Nc1cccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)c1,,,0.0,,,,,,,,
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,,,1.0,0.0,1.0,1.0,,0.0,1.0,0.0
Cc1ccc(Nc2ccc(N)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1,1.0,,,,,,,,,,
CCCCCO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1.O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1,,,,0.0,0.0,1.0,0.0,,,0.0,0.0
Cc1nccn1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1,,,,0.0,1.0,,,1.0,0.0,0.0,0.0
Cc1ccc(CCN(C)CCCN(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(C)c(C)c2)cc1C,,,1.0,,,,,,,,
CC(C)n1ncc2c1C(=O)CC1(CCN(C(=O)c3cnc4cc[nH]c4c3)CC1)C2,,,0.0,,,,,,,,
CC1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)N3C(C)COCC3C)cc2)cc1,,,1.0,,,,,,,,
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1,,,0.0,,,,,,,,
CC(O)COC(=O)CBr,,0.0,,,,,,,,,
N#Cc1ccc(Cn2cncc2C[N+]C2CCN(C(=O)c3cncc(Br)c3)C2=O)cc1,,,1.0,,,,,,,,
C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,0.0,1.0,,,,,,,,,
Cc1cccc(-c2nnc3n2CCN(C(=O)c2ccc(-c4ccccc4)cc2)[C@@H]3C)n1,,,0.0,,,,,,,,
O=C1OCc2cc(CCN3CCN(CCc4ccc5c(c4)COC5=O)CC3)ccc21,,,1.0,,,,,,,,
CC(O)CN(C)N=O,1.0,,,,,,,,,,
CC(C)N(CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1)C(C)C,,,1.0,,,,,,,,
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc(N2CCOCC2)cc1,,0.0,,,,,,,,,
Nc1cc(N)cc(C(=O)O)c1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)Oc1ccccc1C1SCCS1,,1.0,,,,,,,,,
CC1CN(CC#N)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,,,0.0,,,,,,,,
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0
O=C(O[C@H](CO)C(F)(F)F)N1C[C@@H]2[C@H](C1)[C@H]2c1ccn(-c2ccc(F)cc2)n1,,,0.0,,,,,,,,
Clc1cc(Cl)c(Cl)cc1Cl,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCOCC(=O)Nc1ccc(C(=O)c2ccccc2)cc1C,,0.0,,,,,,,,,
CCCCCCCCCCCCN1CCCC1=O,,,,1.0,,,,,,,
C=COC(=O)CC,,0.0,,,,,,,,,
c1ccc2c(c1)-c1ccc3ccccc3c1C1NC21,1.0,,,,,,,,,,
CCOC(=O)C(SP(=O)(OC)OC)c1ccccc1,,1.0,,,,,,,,,
CCCCOC(=O)C1OC1C,,0.0,,,,,,,,,
CC(C)(C)c1cc(C(=O)O)c(NC(=O)Nc2ccc3[nH]ncc3c2)s1,,,0.0,,,,,,,,
CCOC(=O)CBr,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0
COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,,,0.0,,,,,,,,
NC1=NC2(CO1)c1cc(NC(=O)c3ncc(Cl)cc3F)ccc1OCC21CC1,,,0.0,,,,,,,,
Cc1ccc(Oc2ccc(N(C[C@@H](C(=O)NO)N3CCOCC3)S(C)(=O)=O)cc2)cc1,,,1.0,,,,,,,,
N#Cc1ccc2cc1Oc1ccc(Br)c(c1)CN1CC[C@@H](NCc3cncn3C2)C1=O,,,1.0,,,,,,,,
O=C(O)CN1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,,,0.0,,,,,,,,
O=C1NC(=O)C(O)(O)C(=O)N1,0.0,,,,,,,,,,
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@H](C)CNC,,,1.0,,,,,,,,
NC(=O)c1cccc([S+]([O-])[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,,,0.0,,,,,,,,
COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncn1)CC2,,,1.0,,,,,,,,
c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1,,,0.0,,,,,,,,
Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2cncc(C#N)c2)C3)ccc2c1COC2=O,,,1.0,,,,,,,,
O=c1c2ccccc2n(-c2cccc(C(F)(F)F)c2)c(=O)n1CCO,,1.0,,,,,,,,,
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,,,0.0,,,,,,,,
CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,,,,0.0,0.0,,0.0,,0.0,0.0,0.0
CCc1nc2c(ccc3ccc4ccc(O)cc4c32)[nH]1,1.0,,,,,,,,,,
Nc1nc2cc3c(cc2s1)CCN(Cc1ccc(F)cc1)CC3,,,1.0,,,,,,,,
COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccc(N4CCOCC4)cc3OC)n1)CCN(CC(=O)N(C)C)CC2,,,1.0,,,,,,,,
FC(F)(F)c1nc2cc(Br)c(Cl)cc2[nH]1,,1.0,,,,,,,,,
C#CCOCC#C,,0.0,,,,,,,,,
COP(N)(=S)SC,,1.0,,,,,,,,,
CC(C(=O)O)c1ccc(-n2cc3ccccc3n2)cc1,,0.0,,,,,,,,,
CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)cc1.O=C(O)C(F)(F)F,,,0.0,,,,,,,,
Cc1cccc(CCN2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)n1,,,1.0,,,,,,,,
CNC(C)Cc1ccccc1OC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(F)(c3ccccc3)CC2)C1,,,1.0,,,,,,,,
CCNC(=O)N1CC2(CCN(CC3CCN(C(=O)OCC)CC3)CC2)c2cccnc21,,,1.0,,,,,,,,
Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2ncnn12,,,1.0,,,,,,,,
CC1=CCCC(C)(C)C12CCC(C)O2,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
c1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)nc1,,,0.0,,,,,,,,
N#CC(=NOCC1OCCO1)c1ccccc1,,0.0,,,,,,,,,
Cc1ccc(C=O)cc1C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
