smiles,Ames,LD50_Zhu,hERG_Karim,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,SR-ARE,SR-HSE,SR-MMP,SR-p53,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,TC_TOX21_Aromatase_Inhibition,TC_TOX21_AhR_LUC_Agonist,TC_ATG_Ahr_CIS_up,TC_ATG_Ahr_CIS_dn
Oc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,,,1.0,,,,,,,,,,,,,,,
Oc1ccc(C2=CCCCC2)cc1,,0.0,,,,,,,,,,,,,,,,
Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1,,,0.0,,,,,,,,,,,,,,,
Oc1ccc(C2CCN(c3ccnc4ccccc34)CC2)cc1O,,,0.0,,,,,,,,,,,,,,,
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,,,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,,0.0,0.0,,
Oc1ccc(C2Nc3cccc4cccc(c34)N2)c(O)c1,,,,,,,,,,,,1.0,,1.0,,,,
Oc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,,,1.0,,,,,,,,,,,,,,,
Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,
Oc1ccc(CCNCc2cc3c(cc2Br)OCO3)cc1,,,,,,,,,,,,0.0,1.0,,,,,
Oc1ccc(CC[N+]2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,,,1.0,,,,,,,,,,,,,,,
Oc1ccc(CC[NH+]2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,,,1.0,,,,,,,,,,,,,,,
Oc1ccc(CNCc2ccccc2)c2cccnc12,,,,,,,,,,,,0.0,1.0,0.0,,,,
Oc1ccc(Cc2cc(Cl)cc(Cl)c2O)cc1Cl,,,,,,,,,,,,1.0,,,,,,
Oc1ccc(Cc2ccc(O)cc2)cc1,,0.0,,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0
Oc1ccc(Cc2ccccc2)cc1,,,,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,,,,0.0,0.0,,
Oc1ccc(Cc2ccccc2O)cc1,0.0,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0
Oc1ccc(Cc2nccc3cc(O)c(O)cc23)cc1O,,,,,,,,,,,,,1.0,0.0,,,,
Oc1ccc(Cl)c(Cl)c1,0.0,,,,0.0,,1.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,,
Oc1ccc(Cl)c(Cl)c1Cl,0.0,,,,0.0,0.0,,,0.0,1.0,,,,,0.0,0.0,,
Oc1ccc(Cl)c(O)c1,,1.0,,,,,,,,,,,,,,,,
Oc1ccc(Cl)c2c1CCC2,,,,,0.0,0.0,0.0,,,1.0,0.0,,,,0.0,0.0,,
Oc1ccc(Cl)c2c1CNC(CN1CCC3(CCc4ccccc43)CC1)C2,,,1.0,,,,,,,,,,,,,,,
Oc1ccc(Cl)c2cccnc12,,,,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,,
Oc1ccc(Cl)cc1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0
Oc1ccc(Cl)cc1C1CCCC1,,,,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0
Oc1ccc(Cl)cc1C=Nc1cnc2ccccc2c1,,,,,,,,,,,,0.0,,0.0,,,,
Oc1ccc(Cl)cc1Cc1cc(Cl)cc(Cc2cc(Cl)ccc2O)c1O,,,,,,,,,,,,1.0,0.0,0.0,,,,
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,1.0,0.0,,0.0,,,0.0,,1.0,1.0,1.0,,,,1.0,0.0,0.0,0.0
Oc1ccc(Cl)cc1Cc1ccccc1,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0
Oc1ccc(Cl)cc1Cl,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0
Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,0.0,,,0.0,,,0.0,0.0,1.0,1.0,1.0,,,,1.0,0.0,,
Oc1ccc(Cn2c(-c3ccc(O)cc3)nc3ccccc32)cc1,,,,,,,,,,,,0.0,0.0,0.0,,,,
Oc1ccc(Cn2cc[nH]c2=S)cc1,,,,,,,,,,,,,0.0,,,,,
Oc1ccc(F)cc1-c1nc(N[C@H]2CCNC2)c2ccccc2n1,,,1.0,,,,,,,,,,,,,,,
Oc1ccc(I)cc1,,,,,,,,,,,,,,,,,0.0,0.0
Oc1ccc(N=Cc2ccccc2)cc1,,0.0,,,,,,,,,,,,,,,,
Oc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc(Nc2ccc3ccccc3c2)cc1,0.0,0.0,,,,,,,,,,,,,,,,
Oc1ccc(Nc2ccccc2)cc1,,0.0,,,0.0,1.0,1.0,,0.0,1.0,,,,,0.0,0.0,0.0,0.0
Oc1ccc(O)c(O)c1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc(O)c2[nH]c(C(F)(F)F)nc12,,1.0,,,,,,,,,,,,,,,,
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,1.0,,,,,,,,,,,,,,,,,
Oc1ccc(O)c2c(O)cccc12,,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,1.0,,
Oc1ccc(O)c2ccccc12,1.0,,,,,,,,,,,,,,,,,
Oc1ccc(O)cc1,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,1.0,0.0
Oc1ccc(O)nn1,0.0,,,,,,,,,,,,,,,,,
Oc1ccc(OCCN2CC[C@@](O)(Cc3ccccc3)[C@@H](O)C2)cc1,,,0.0,,,,,,,,,,,,,,,
Oc1ccc(OCCN2CC[C@](O)(Cc3ccccc3)[C@H](O)C2)cc1,,,0.0,,,,,,,,,,,,,,,
Oc1ccc(OCc2ccccc2)cc1,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Oc1ccc(O[PH]2(Oc3ccc(O)cc3)N[PH](Oc3ccc(O)cc3)(Oc3ccc(O)cc3)N[PH](Oc3ccc(O)cc3)(Oc3ccc(O)cc3)N2)cc1,0.0,,,,,,,,,,,,,,,,,
Oc1ccc(Oc2ccccc2)cc1,,,,0.0,,1.0,1.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,0.0
Oc1ccc(Oc2ccnc3cc(-c4cnn(C5CCNCC5)c4)ccc23)cc1,,,1.0,,,,,,,,,,,,,,,
Oc1ccc(Sc2ccc(O)cc2)cc1,,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,,
Oc1ccc([C@@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1,,,,,,,,,,,,0.0,,0.0,,,,
Oc1ccc([C@@H]2CNCc3sccc32)cc1O,,,,,,,,,,,,0.0,0.0,,,,,
Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1,,,0.0,,,,,,,,,,,,,,,
Oc1ccc([C@H](O)[C@@H]2CCCCN2)cc1O,,,,,,,,,,,,0.0,0.0,0.0,,,,
Oc1ccc2[nH]c(C(F)(F)F)nc2c1,,1.0,,,,,,,,,,,,,,,,
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,,,,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,
Oc1ccc2[nH]ccc2c1,0.0,,,,,,,,,,,,,,,,,
Oc1ccc2c(O)c3ccccc3cc2c1O,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2c(O)cccc2c1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2c(c1)-c1cc3cccc4ccc5ccc-2c1c5c43,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2c(c1)-c1cc3ccccc3c3cc4ccccc4c-2c13,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2c(c1)-c1ccccc1C2,,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,0.0,1.0,1.0,0.0
Oc1ccc2c(c1)CC(CN1CCC3(CCc4ccccc43)CC1)NC2,,,1.0,,,,,,,,,,,,,,,
Oc1ccc2c(c1)CCC2,,0.0,,,,,,,,,,,,,,,0.0,0.0
Oc1ccc2c(c1)Cc1ccccc1-2,,,,,,1.0,1.0,1.0,0.0,,1.0,,,,0.0,0.0,,
Oc1ccc2c(c1)OCO2,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,,,,1.0,,1.0,0.0,0.0,0.0,,0.0,,,,0.0,1.0,1.0,0.0
Oc1ccc2c(c1)c1ccccc1c1cc3ccccc3cc21,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c32)c1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2c(ccc3c4ccccc4ccc23)c1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2c3c1O[C@@H]1[C@@H](O)CC[C@]4(O)[C@H](C2)N(CC2CCC2)CC[C@@]314,,,,,,,,,,,,0.0,0.0,0.0,,,,
Oc1ccc2c3c1O[C@@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@]1(O)[C@@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,,,,,,,,,,,,0.0,0.0,,,,,
Oc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@H](C2)NCC[C@@]341,,,,,,,,,,,,,,,0.0,0.0,,
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,,,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@]4(O)[C@H](C2)N(CC2CCC2)CC[C@@]314,,,,,,,,,,,,0.0,0.0,0.0,,,,
Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@@H]5O4,,,,,,,,,,,,0.0,0.0,0.0,,,,
Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@]4(O)[C@H](C2)N(CC2CC2)CC[C@@]314,,,,,,,,,,,,1.0,,,,,,
Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4ccccc4)C[C@]4(O)[C@H](C2)N(CC2CC2)CC[C@@]314,,,,,,,,,,,,0.0,0.0,1.0,,,,
Oc1ccc2c3c1O[C@H]1c4oc5ccccc5c4C[C@]4(O)[C@H](C2)N(CC2CC2)CC[C@@]314,,,,,,,,,,,,0.0,,,,,,
Oc1ccc2c3ccccc3c3cc4ccccc4cc3c2c1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,0.0,1.0,0.0
Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2cc3ccc4cccc5ccc(c2c1)c3c45,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccc3[nH]c4ccc5ccccc5c4c3c2c1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C1OC41,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccc3c4ccccc4ccc3c2c1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccc3cccc4ccc1c2c34,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,0.0,0.0
Oc1ccc2ccccc2c1,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,0.0
Oc1ccc2ccccc2c1/C=C\c1ccc2c(Br)cc(Br)c(O)c2n1,,,,,,,,,,,,1.0,0.0,0.0,,,,
Oc1ccc2ccccc2c1/N=N/c1ccccc1,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,1.0,0.0
Oc1ccc2ccccc2c1C=NCc1c(O)ccc2ccccc12,,,,,,,,,,,,0.0,,0.0,,,,
Oc1ccc2ccccc2c1CN(Cc1c(O)ccc2ccccc12)C1CCCCC1,,,,,,,,,,,,,1.0,0.0,,,,
Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12,,,,,,,,,,,,1.0,0.0,0.0,,,,
Oc1ccc2ccccc2c1Cl,,0.0,,,,,,,,,,,,,,,,
Oc1ccc2ccccc2c1N=Nc1ccc(N=Nc2ccccc2)cc1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccccc2c1N=Nc1ccccc1,1.0,,,,,,,,,,,,,,,,,
Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,,,0.0,,,,,,,,,,,,,,,
Oc1ccc2ccccc2n1,0.0,,,,,,,,,,,,,,,,,
Oc1ccc2cccnc2c1,0.0,,,,,,,,,,,,,,,,,
Oc1ccc2nc(Cc3ccc(Oc4ccccc4)cc3)[nH]c2c1,,,1.0,,,,,,,,,,,,,,,
Oc1ccc2ncccc2c1,0.0,,,,,,,,,,,,,,,,,
Oc1ccc2oc3c(c2c1)CCCC3,,,,,,,,,,,,,0.0,,,,,
Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1,,,,1.0,,,0.0,,,,,,,,1.0,1.0,,
Oc1cccc(-c2ccccc2)c1,,,,,,,,,,,,,,,,,0.0,0.0
Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,,,0.0,,,,,,,,,,,,,,,
Oc1cccc(-c2nc3c4c(ncn3n2)-c2ccccc2CC42CCCC2)c1,,,,,,,,,,,,1.0,,,,,,
Oc1cccc(/C=N/c2snc3ccccc23)c1,1.0,,,,,,,,,,,,,,,,,
Oc1cccc(Cl)c1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,
Oc1cccc(Cl)c1Cl,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,
Oc1cccc(Nc2ccccc2)c1,0.0,,,,,1.0,1.0,,0.0,1.0,0.0,,,,0.0,0.0,,
Oc1cccc(O)c1,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
Oc1cccc(O)c1O,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,0.0,,
Oc1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,,,1.0,,,,,,,,,,,,,,,
Oc1cccc(Oc2ccccc2)c1,,0.0,,,,,,,,,,,,,,,,
Oc1cccc2[nH]ccc12,,,,,,,,,0.0,,,,,,,,,
Oc1cccc2c(O)cccc12,,,,,,,,,,,,,,,,,1.0,0.0
Oc1cccc2c1CNC(CN1CCC3(CCc4ccccc43)CC1)C2,,,1.0,,,,,,,,,,,,,,,
Oc1cccc2c1ccc1[nH]c3ccc4ccccc4c3c12,1.0,,,,,,,,,,,,,,,,,
Oc1cccc2c1ccc1c3c4c(cccc4cc12)C=C3,1.0,,,,,,,,,,,,,,,,,
Oc1cccc2c1ccc1c3ccccc3ccc21,1.0,,,,,,,,,,,,,,,,,
Oc1cccc2c1ccc1nc3ccc4ccccc4c3cc12,0.0,,,,,,,,,,,,,,,,,
Oc1cccc2c3cc4ccccc4cc3c3ccccc3c12,1.0,,,,,,,,,,,,,,,,,
Oc1cccc2c3ccccc3c3cc4ccccc4cc3c12,0.0,,,,,,,,,,,,,,,,,
Oc1cccc2cc3c4ccccc4c4ccccc4c3cc12,1.0,,,,,,,,,,,,,,,,,
Oc1cccc2cc3cccc(O)c3c(O)c12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,,
Oc1cccc2ccc(SSc3ccc4cccc(O)c4n3)nc12,,,,,,,,,,,,1.0,0.0,,,,,
Oc1cccc2ccc3[nH]c4ccc5ccccc5c4c3c12,0.0,,,,,,,,,,,,,,,,,
Oc1cccc2ccc3c4ccccc4ccc3c12,1.0,,,,,,,,,,,,,,,,,
Oc1cccc2ccccc12,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,1.0,0.0
Oc1cccc2cccnc12,1.0,,,0.0,,0.0,,1.0,1.0,0.0,1.0,,,,1.0,0.0,0.0,0.0
Oc1cccc2cccnc12.Oc1cccc2cccnc12,,,,,,0.0,1.0,1.0,1.0,,1.0,,,,,,,
Oc1cccc2nc(Cc3ccc(Oc4ccccc4)cc3)[nH]c12,,,1.0,,,,,,,,,,,,,,,
Oc1cccc2ncccc12,1.0,,,,,,,,,,,,,,,,,
Oc1cccc[c]1[Hg][Cl],,,,,,,1.0,,,,,,,,1.0,0.0,,
Oc1ccccc1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
Oc1ccccc1-c1cc(-c2ccccc2)no1,,,,,,,,,,,,,0.0,0.0,,,,
Oc1ccccc1-c1ccccc1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0
Oc1ccccc1-c1ccccc1O,0.0,,,,,,,,,,,,,,,,,
Oc1ccccc1-c1nc2ccccc2o1,0.0,,,,,,,,,,,,,,,,,
Oc1ccccc1-c1nnc(-c2ccc(C(F)(F)F)cc2)o1,,,,,,,,,,,,0.0,0.0,0.0,,,,
Oc1ccccc1-c1nnco1,,,,,,,,0.0,0.0,,,,,,,,,
Oc1ccccc1/C=N/c1snc2ccccc12,0.0,,,,,,,,,,,,,,,,,
Oc1ccccc1/C=N/n1c2ccccc2c2ccccc21,,,,,,,,,,,,1.0,0.0,,,,,
Oc1ccccc1Br,,,,,,,,,,,,,,,,,0.0,0.0
Oc1ccccc1C(Sc1nc2ccccc2s1)Sc1nc2ccccc2s1,,,,,,,,,,,,,0.0,0.0,,,,
Oc1ccccc1C1Nc2cccc3cccc(c23)N1,,,,,,,,,,,,1.0,1.0,0.0,,,,
Oc1ccccc1C=NCc1ccccc1,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,
Oc1ccccc1CC(c1ccccc1)N1CCNCC1,,,0.0,,,,,,,,,,,,,,,
Oc1ccccc1CNCc1ccccc1O,,,,,,,,,,,,0.0,,0.0,,,,
Oc1ccccc1CNn1cnnc1,,,,,,,,,,,,0.0,0.0,0.0,,,,
Oc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,,,0.0,,,,,,,,,,,,,,,
Oc1ccccc1Cc1ccccc1O,,,,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0
Oc1ccccc1Cl,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
Oc1ccccc1F,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
Oc1ccccc1O,0.0,1.0,,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.0
Oc1ccccc1S,,1.0,,,,,,,,,,,,,,,,
Oc1cccnc1CN1CCCCC1,,,,,,,,,,,,0.0,0.0,0.0,,,,
Oc1ccnc(O)n1,0.0,,,,,,,,,,,,,,,,,
Oc1ccnc2ccccc12,0.0,,,,,,,,,,,,,,,,,
Oc1ccncc1,,,,,,,,,,,,,,,,,0.0,0.0
Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2,,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,
Oc1cnc2ccccc2c1,0.0,,,,,,,,,,,,,,,,,
Oc1cncc(-c2ccccc2O[C@H]2C[C@H]3CNC[C@@H]2C3)c1,,,1.0,,,,,,,,,,,,,,,
Oc1cnnc(O)n1,1.0,,,,,,,,,,,,,,,,,
Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,,,0.0,,,,,,,,,,,,,,,
Oc1nc(Cl)c(Cl)cc1Cl,,,,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,0.0
Oc1nc(Cl)nc(Cl)n1,0.0,,,,,,,,,,,,,,,,,
Oc1nc(O)nc(O)n1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0
Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0,,,,,,,,,,,,,,,,,
Oc1nc2ccccc2o1,0.0,,,,,,,,,,,,,,,,,
Oc1ncc(F)c(O)n1,0.0,,,,,,,,,,,,,,,,,
Oc1ncc(N(CCCl)CCCl)c(O)n1,1.0,,,,,,,,,,,,,,,,,
Oc1ncc2ccc3cccc4ccc1c2c34,0.0,,,,,,,,,,,,,,,,,
Oc1ncnc2[nH]ncc12,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
Oc1ncnc2ccccc12,0.0,,,,,,,,,,,,,,,,,
Oc1nnc(O)c2ccccc12,0.0,,,,,,,,,,,,,,,,,
Oc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6n[nH]c(-c7ccccn7)n6)CC5)cc4)nc3ccn12,,,1.0,,,,,,,,,,,,,,,
Oc1nncc2ccccc12,0.0,,,,,,,,,,,,,,,,,
Oc1noc2cc(Cl)ccc12,,,0.0,,,,,,,,,,,,,,,
Oc1nsc2ccccc12,0.0,,,,,,,,,,,,,,,,,
Oc1oc(-c2ccccc2)nc1C=Nc1ccccc1,,,,,,,,,,,,1.0,0.0,,,,,
On1c(-c2ccccc2)nc2ccc(Cl)cc21,,,,,,,,,,,,1.0,0.0,0.0,,,,
On1nnc2ccccc21,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
S=C(C=Cc1c[nH]cn1)N1CCOCC1,,0.0,,,,,,,,,,,,,,,,
S=C(C=Cc1ccc2c(c1)OCO2)N1CCOCC1,,1.0,,,,,,,,,,,,,,,,
S=C(CSc1ccccc1)Nc1cccc2ccccc12,,,,,,,,,,,,,0.0,,,,,
S=C(Cc1ccccc1)N1CCOCC1,,1.0,,,,,,,,,,,,,,,,
S=C(Cl)Cl,,0.0,,,,,,,,,,,,,,,,
S=C(NC1CCCCC1)N1CCC([C@H]2C=NC=N2)CC1,,,,,,,,,,,,1.0,1.0,1.0,,,,
S=C(NC1CCCCC1)NC1CCCCC1,0.0,,,0.0,,,0.0,,1.0,1.0,0.0,,,,1.0,0.0,0.0,0.0
S=C(NCCC(c1ccccc1)c1ccccc1)Nc1ccc(Cl)cc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
S=C(NCCSCc1c(Cl)cccc1Cl)Nc1ccccc1,,,,,,,,,,,,,1.0,1.0,,,,
S=C(NCCSCc1ccc(Cl)cc1Cl)Nc1ccccc1,,,,,,,,,,,,,1.0,1.0,,,,
S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,,,1.0,,,,,,,,,,,,,,,
S=C(NCc1ccccn1)Nc1cccc(Cl)c1,,,,,,,,,,,,0.0,0.0,1.0,,,,
S=C(NCc1ccco1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,,,,,,,,,1.0,1.0,1.0,,,,
S=C(NCc1ccco1)N1CCN(Cc2ccco2)CC1,,,,,,,,,,,,,1.0,0.0,,,,
S=C(NNc1ccccc1)NNc1ccccc1,,0.0,,,,,,,,,,,,,,,,
S=C(Nc1ccc(Cl)cc1)NC1CC2CCCC(C1)N2C1CCCC1,,,,,,,,,,,,0.0,1.0,,,,,
S=C(Nc1ccc(Cl)cc1Cl)NC1CCCCC1,,,,,,,,,,,,0.0,0.0,0.0,,,,
S=C(Nc1ccc2c(c1)Cc1ccccc1-2)Nc1ccc2c(c1)Cc1ccccc1-2,,,,,,,,,,,,0.0,0.0,,,,,
S=C(Nc1ccc2cn[nH]c2c1)Nc1ccc2cn[nH]c2c1,,,,,,,,,,,,1.0,1.0,1.0,,,,
S=C(Nc1cccc(Cl)c1)NC1CCCCC1,,,,,,,,,,,,0.0,,,,,,
S=C(Nc1ccccc1)N1CCCCC1,,,,,,,,,,,,0.0,0.0,0.0,,,,
S=C(Nc1ccccc1)Nc1ccc(OCc2ccccc2)cc1,,,,,,,,,,,,0.0,0.0,0.0,,,,
S=C(Nc1ccccc1)Nc1ccccc1,0.0,1.0,,0.0,0.0,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,,
S=C(Nc1ccccc1)Nc1ccccc1C#Cc1ccccc1,,,,,,,,,,,,1.0,,,,,,
S=C(S)N1CCNCC1,,,,,,,,,,,,,,,0.0,0.0,,
S=C(S)NCCCn1ccnc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
S=C(S)NCCN1CCNCC1,,,,,,,,,,,,0.0,0.0,0.0,,,,
S=C(SSC(=S)N1CCCCC1)N1CCCCC1,,,,,,,1.0,,,0.0,0.0,,,,1.0,0.0,,
S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1,,,,,,0.0,0.0,,1.0,,0.0,,,,1.0,0.0,,
S=C([S-])N1CCCC1,,,,,,,,,,,,,0.0,,,,,
S=C([S-])NCCNC(=S)[S-],,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,
S=C([S-])NCCNC(=S)[S-].S=C([S-])NCCNC(=S)[S-].[Mn+2].[Zn+2],,,,,,,,,,,,,,,0.0,0.0,1.0,0.0
S=C([S-])NCCNC(=S)[S-].[Mn+2],,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
S=C([S-])NCCNC(=S)[S-].[Na+].[Na+],,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
S=C([S-])O[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21.[K+],,,,,,,,,,,,1.0,,1.0,,,,
